Year,HPI Percentile Ranking,Encounter Setting,Category,Category Description,Diagnosis Group,Residence,Count
2020,3,1,2,6,1,2,202851
2020,3,1,2,6,2,2,16292
2020,3,1,2,6,3,2,36402
2020,3,1,2,6,4,2,14952
2020,3,1,2,7,1,1,115
2020,3,1,2,7,2,1,2556
2020,3,1,2,7,3,1,481
2020,3,1,2,7,4,1,289
2020,3,1,2,7,1,2,8658
2020,3,1,2,7,2,2,2042
2020,3,1,2,7,3,2,1614
2020,3,1,2,7,4,2,1934
2020,4,1,2,3,1,1,1811
2020,4,1,2,3,2,1,8275
2020,4,1,2,3,3,1,1607
2020,4,1,2,3,4,1,7526
2020,4,1,2,3,1,2,50822
2020,4,1,2,3,2,2,11292
2020,4,1,2,3,3,2,12310
2020,4,1,2,3,4,2,11585
2020,4,1,2,4,1,1,1093
2020,4,1,2,4,2,1,3228
2020,4,1,2,4,3,1,1287
2020,4,1,2,4,4,1,1774
2020,4,1,2,4,1,2,162238
2020,4,1,2,4,2,2,12288
2020,4,1,2,4,3,2,58436
2020,4,1,2,4,4,2,13708
2020,4,1,2,5,1,1,110
2020,4,1,2,5,2,1,412
2020,4,1,2,5,3,1,139
2020,4,1,2,5,4,1,196
2020,4,1,2,5,1,2,10935
2020,4,1,2,5,2,2,1161
2020,4,1,2,5,3,2,2542
2020,4,1,2,5,4,2,1070
2020,4,1,2,6,1,1,147
2020,4,1,2,6,2,1,1219
2020,4,1,2,6,3,1,308
2020,4,1,2,6,4,1,298
2020,4,1,2,6,1,2,208940
2020,4,1,2,6,2,2,15671
2020,4,1,2,6,3,2,38418
2020,4,1,2,6,4,2,11572
2020,4,1,2,7,1,1,175
2020,4,1,2,7,2,1,589
2020,4,1,2,7,3,1,129
2020,4,1,2,7,4,1,449
2020,4,1,2,7,1,2,7271
2020,4,1,2,7,2,2,1182
2020,4,1,2,7,3,2,1205
2020,4,1,2,7,4,2,1294
2020,1,1,3,8,1,1,282
2020,1,1,3,8,2,1,1035
2020,1,1,3,8,3,1,392
2020,1,1,3,8,4,1,636
2020,1,1,3,8,1,2,34518
2020,1,1,3,8,2,2,3907
2020,1,1,3,8,3,2,6709
2020,1,1,3,8,4,2,5259
2020,1,1,3,9,1,1,16
2020,1,1,3,9,2,1,205
2020,1,1,3,9,3,1,38
2020,1,1,3,9,4,1,89
2020,1,1,3,9,1,2,1733
2020,1,1,3,9,2,2,437
2020,1,1,3,9,3,2,472
2020,1,1,3,9,4,2,620
2020,1,1,3,10,1,1,116
2020,1,1,3,10,2,1,415
2020,1,1,3,10,3,1,145
2020,1,1,3,10,4,1,139
2020,1,1,3,10,1,2,37988
2020,1,1,3,10,2,2,1388
2020,1,1,3,10,3,2,4802
2020,1,1,3,10,4,2,2778
2020,1,1,3,11,1,1,987
2020,1,1,3,11,2,1,4055
2020,1,1,3,11,3,1,1227
2020,1,1,3,11,4,1,2284
2020,1,1,3,11,1,2,66966
2020,1,1,3,11,2,2,12067
2020,1,1,3,11,3,2,15700
2020,1,1,3,11,4,2,19231
2020,1,1,3,12,1,1,1577
2020,1,1,3,12,2,1,4817
2020,1,1,3,12,3,1,1274
2020,1,1,3,12,4,1,3591
2020,1,1,3,12,1,2,387470
2020,1,1,3,12,2,2,21198
2020,1,1,3,12,3,2,49919
2020,1,1,3,12,4,2,39272
2020,1,1,3,13,1,1,875
2020,1,1,3,13,2,1,5382
2020,1,1,3,13,3,1,1429
2020,1,1,3,13,4,1,2775
2020,1,1,3,13,1,2,127421
2020,1,1,3,13,2,2,26291
2020,1,1,3,13,3,2,41336
2020,1,1,3,13,4,2,32623
2020,2,1,3,8,1,1,338
2020,2,1,3,8,2,1,1131
2020,2,1,3,8,3,1,380
2020,2,1,3,8,4,1,816
2020,2,1,3,8,1,2,45425
2020,2,1,3,8,2,2,4263
2020,2,1,3,8,3,2,9023
2020,2,1,3,8,4,2,5754
2020,2,1,3,9,1,1,11
2020,2,1,3,9,2,1,73
2020,2,1,3,9,3,1,21
2020,2,1,3,9,4,1,57
2020,2,1,3,9,1,2,1638
2020,2,1,3,9,2,2,371
2020,2,1,3,9,3,2,458
2020,2,1,3,9,4,2,454
2020,2,1,3,10,1,1,139
2020,2,1,3,10,2,1,247
2020,2,1,3,10,3,1,145
2020,2,1,3,10,4,1,145
2020,2,1,3,10,1,2,68631
2020,2,1,3,10,2,2,1968
2020,2,1,3,10,3,2,8197
2020,2,1,3,10,4,2,4173
2020,2,1,3,11,1,1,397
2020,2,1,3,11,2,1,2299
2020,2,1,3,11,3,1,630
2020,2,1,3,11,4,1,1051
2020,2,1,3,11,1,2,40982
2020,2,1,3,11,2,2,7162
2020,2,1,3,11,3,2,11109
2020,2,1,3,11,4,2,9460
2020,2,1,3,12,1,1,1307
2020,2,1,3,12,2,1,3211
2020,2,1,3,12,3,1,822
2020,2,1,3,12,4,1,2869
2020,2,1,3,12,1,2,262761
2020,2,1,3,12,2,2,16710
2020,2,1,3,12,3,2,40941
2020,2,1,3,12,4,2,25526
2020,2,1,3,13,1,1,1161
2020,2,1,3,13,2,1,7171
2020,2,1,3,13,3,1,1760
2020,2,1,3,13,4,1,4549
2020,2,1,3,13,1,2,196226
2020,2,1,3,13,2,2,33641
2020,2,1,3,13,3,2,63671
2020,2,1,3,13,4,2,36838
2020,3,1,3,8,1,1,262
2020,3,1,3,8,2,1,929
2020,3,1,3,8,3,1,276
2020,3,1,3,8,4,1,587
2020,3,1,3,8,1,2,43482
2020,3,1,3,8,2,2,4073
2020,3,1,3,8,3,2,9487
2020,3,1,3,8,4,2,4426
2020,3,1,3,9,1,1,11
2020,3,1,3,9,2,1,55
2020,3,1,3,9,3,1,14
2020,3,1,3,9,4,1,39
2020,3,1,3,9,1,2,1254
2020,3,1,3,9,2,2,225
2020,3,1,3,9,3,2,354
2020,3,1,3,9,4,2,248
2020,3,1,3,10,1,1,106
2020,3,1,3,10,2,1,217
2020,3,1,3,10,3,1,128
2020,3,1,3,10,4,1,136
2020,3,1,3,10,1,2,72017
2020,3,1,3,10,2,2,1667
2020,3,1,3,10,3,2,8716
2020,3,1,3,10,4,2,3425
2020,3,1,3,11,1,1,346
2020,3,1,3,11,2,1,1744
2020,3,1,3,11,3,1,519
2020,3,1,3,11,4,1,750
2020,3,1,3,11,1,2,28426
2020,3,1,3,11,2,2,4572
2020,3,1,3,11,3,2,7814
2020,3,1,3,11,4,2,5434
2020,3,1,3,12,1,1,678
2020,3,1,3,12,2,1,2870
2020,3,1,3,12,3,1,570
2020,3,1,3,12,4,1,1846
2020,3,1,3,12,1,2,128321
2020,3,1,3,12,2,2,9245
2020,3,1,3,12,3,2,23159
2020,3,1,3,12,4,2,11805
2020,3,1,3,13,1,1,960
2020,3,1,3,13,2,1,6399
2020,3,1,3,13,3,1,1457
2020,3,1,3,13,4,1,3623
2020,3,1,3,13,1,2,245268
2020,3,1,3,13,2,2,35005
2020,3,1,3,13,3,2,78685
2020,3,1,3,13,4,2,34397
2020,4,1,3,8,1,1,250
2020,4,1,3,8,2,1,1206
2020,4,1,3,8,3,1,332
2020,4,1,3,8,4,1,728
2020,4,1,3,8,1,2,36661
2020,4,1,3,8,2,2,3510
2020,4,1,3,8,3,2,8541
2020,4,1,3,8,4,2,2809
2020,4,1,3,9,1,1,11
2020,4,1,3,9,2,1,43
2020,4,1,3,9,3,1,11
2020,4,1,3,9,4,1,33
2020,4,1,3,9,1,2,669
2020,4,1,3,9,2,2,118
2020,4,1,3,9,3,2,239
2020,4,1,3,9,4,2,94
2020,4,1,3,10,1,1,166
2020,4,1,3,10,2,1,323
2020,4,1,3,10,3,1,186
2020,4,1,3,10,4,1,201
2020,4,1,3,10,1,2,90754
2020,4,1,3,10,2,2,1673
2020,4,1,3,10,3,2,10335
2020,4,1,3,10,4,2,2969
2020,4,1,3,11,1,1,723
2020,4,1,3,11,2,1,2803
2020,4,1,3,11,3,1,716
2020,4,1,3,11,4,1,2241
2020,4,1,3,11,1,2,15962
2020,4,1,3,11,2,2,2949
2020,4,1,3,11,3,2,5044
2020,4,1,3,11,4,2,3203
2020,4,1,3,12,1,1,895
2020,4,1,3,12,2,1,2387
2020,4,1,3,12,3,1,649
2020,4,1,3,12,4,1,2342
2020,4,1,3,12,1,2,59649
2020,4,1,3,12,2,2,4907
2020,4,1,3,12,3,2,12664
2020,4,1,3,12,4,2,5891
2020,4,1,3,13,1,1,1296
2020,4,1,3,13,2,1,6961
2020,4,1,3,13,3,1,1579
2020,4,1,3,13,4,1,4698
2020,4,1,3,13,1,2,236511
2020,4,1,3,13,2,2,28437
2020,4,1,3,13,3,2,76088
2020,4,1,3,13,4,2,24263
2020,1,1,4,14,1,1,153
2020,1,1,4,14,2,1,73
2020,1,1,4,14,3,1,76
2020,1,1,4,14,4,1,22
2020,1,1,4,14,1,2,165147
2020,1,1,4,14,2,2,2561
2020,1,1,4,14,3,2,12174
2020,1,1,4,14,4,2,841
2020,1,1,4,15,1,1,742
2020,1,1,4,15,2,1,7283
2020,1,1,4,15,3,1,1925
2020,1,1,4,15,4,1,2341
2020,1,1,4,15,1,2,167706
2020,1,1,4,15,2,2,22930
2020,1,1,4,15,3,2,25288
2020,1,1,4,15,4,2,25760
2020,1,1,4,16,1,1,1554
2020,1,1,4,16,2,1,6906
2020,1,1,4,16,3,1,1686
2020,1,1,4,16,4,1,4707
2020,1,1,4,16,1,2,105941
2020,1,1,4,16,2,2,24107
2020,1,1,4,16,3,2,28623
2020,1,1,4,16,4,2,38193
2020,1,1,4,17,1,1,1403
2020,1,1,4,17,2,1,1647
2020,1,1,4,17,3,1,818
2020,1,1,4,17,4,1,2444
2020,1,1,4,17,1,2,217290
2020,1,1,4,17,2,2,15689
2020,1,1,4,17,3,2,52853
2020,1,1,4,17,4,2,34987
2020,2,1,4,14,1,1,151
2020,2,1,4,14,2,1,83
2020,2,1,4,14,3,1,78
2020,2,1,4,14,4,1,17
2020,2,1,4,14,1,2,141868
2020,2,1,4,14,2,2,2631
2020,2,1,4,14,3,2,11862
2020,2,1,4,14,4,2,612
2020,2,1,4,15,1,1,583
2020,2,1,4,15,2,1,5998
2020,2,1,4,15,3,1,1306
2020,2,1,4,15,4,1,2311
2020,2,1,4,15,1,2,139504
2020,2,1,4,15,2,2,20904
2020,2,1,4,15,3,2,24997
2020,2,1,4,15,4,2,19050
2020,2,1,4,16,1,1,1272
2020,2,1,4,16,2,1,6238
2020,2,1,4,16,3,1,1433
2020,2,1,4,16,4,1,4718
2020,2,1,4,16,1,2,91939
2020,2,1,4,16,2,2,22363
2020,2,1,4,16,3,2,28430
2020,2,1,4,16,4,2,29925
2020,2,1,4,17,1,1,1346
2020,2,1,4,17,2,1,1813
2020,2,1,4,17,3,1,941
2020,2,1,4,17,4,1,2441
2020,2,1,4,17,1,2,242337
2020,2,1,4,17,2,2,18217
2020,2,1,4,17,3,2,68110
2020,2,1,4,17,4,2,32618
2020,3,1,4,14,1,1,133
2020,3,1,4,14,2,1,80
2020,3,1,4,14,3,1,63
2020,3,1,4,14,4,1,11
2020,3,1,4,14,1,2,116802
2020,3,1,4,14,2,2,2647
2020,3,1,4,14,3,2,11014
2020,3,1,4,14,4,2,398
2020,3,1,4,15,1,1,352
2020,3,1,4,15,2,1,5334
2020,3,1,4,15,3,1,971
2020,3,1,4,15,4,1,1840
2020,3,1,4,15,1,2,107139
2020,3,1,4,15,2,2,17951
2020,3,1,4,15,3,2,22911
2020,3,1,4,15,4,2,12955
2020,3,1,4,16,1,1,849
2020,3,1,4,16,2,1,5261
2020,3,1,4,16,3,1,1143
2020,3,1,4,16,4,1,3335
2020,3,1,4,16,1,2,68656
2020,3,1,4,16,2,2,17931
2020,3,1,4,16,3,2,24155
2020,3,1,4,16,4,2,20562
2020,3,1,4,17,1,1,1024
2020,3,1,4,17,2,1,1539
2020,3,1,4,17,3,1,787
2020,3,1,4,17,4,1,1798
2020,3,1,4,17,1,2,226150
2020,3,1,4,17,2,2,16257
2020,3,1,4,17,3,2,70132
2020,3,1,4,17,4,2,25819
2020,4,1,4,14,1,1,137
2020,4,1,4,14,2,1,60
2020,4,1,4,14,3,1,47
2020,4,1,4,14,4,1,11
2020,4,1,4,14,1,2,100800
2020,4,1,4,14,2,2,2323
2020,4,1,4,14,3,2,9700
2020,4,1,4,14,4,2,256
2020,4,1,4,15,1,1,538
2020,4,1,4,15,2,1,5023
2020,4,1,4,15,3,1,1024
2020,4,1,4,15,4,1,2281
2020,4,1,4,15,1,2,87730
2020,4,1,4,15,2,2,13119
2020,4,1,4,15,3,2,18982
2020,4,1,4,15,4,2,7524
2020,4,1,4,16,1,1,1176
2020,4,1,4,16,2,1,6246
2020,4,1,4,16,3,1,1246
2020,4,1,4,16,4,1,5081
2020,4,1,4,16,1,2,52803
2020,4,1,4,16,2,2,13305
2020,4,1,4,16,3,2,19067
2020,4,1,4,16,4,2,12967
2020,4,1,4,17,1,1,1484
2020,4,1,4,17,2,1,2390
2020,4,1,4,17,3,1,1153
2020,4,1,4,17,4,1,2873
2020,4,1,4,17,1,2,198855
2020,4,1,4,17,2,2,12847
2020,4,1,4,17,3,2,65161
2020,4,1,4,17,4,2,18480
2020,1,2,1,1,1,1,9321
2020,1,2,1,1,2,1,4133
2020,1,2,1,1,3,1,3648
2020,1,2,1,1,4,1,5686
2020,1,2,1,1,1,2,1429907
2020,1,2,1,1,2,2,31761
2020,1,2,1,1,3,2,125340
2020,1,2,1,1,4,2,112679
2020,1,2,1,2,1,1,21434
2020,1,2,1,2,2,1,9880
2020,1,2,1,2,3,1,7105
2020,1,2,1,2,4,1,17344
2020,1,2,1,2,1,2,1119192
2020,1,2,1,2,2,2,38765
2020,1,2,1,2,3,2,81591
2020,1,2,1,2,4,2,172326
2020,2,2,1,1,1,1,9016
2020,2,2,1,1,2,1,4437
2020,2,2,1,1,3,1,3768
2020,2,2,1,1,4,1,5884
2020,2,2,1,1,1,2,1215504
2020,2,2,1,1,2,2,31706
2020,2,2,1,1,3,2,132908
2020,2,2,1,1,4,2,91284
2020,2,2,1,2,1,1,19136
2020,2,2,1,2,2,1,10167
2020,2,2,1,2,3,1,6641
2020,2,2,1,2,4,1,17281
2020,2,2,1,2,1,2,977266
2020,2,2,1,2,2,2,36955
2020,2,2,1,2,3,2,81113
2020,2,2,1,2,4,2,145455
2020,3,2,1,1,1,1,6182
2020,3,2,1,1,2,1,3050
2020,3,2,1,1,3,1,3320
2020,3,2,1,1,4,1,3602
2020,3,2,1,1,1,2,899271
2020,3,2,1,1,2,2,26972
2020,3,2,1,1,3,2,122533
2020,3,2,1,1,4,2,64758
2020,3,2,1,2,1,1,14630
2020,3,2,1,2,2,1,7363
2020,3,2,1,2,3,1,5803
2020,3,2,1,2,4,1,11689
2020,3,2,1,2,1,2,748055
2020,3,2,1,2,2,2,29322
2020,3,2,1,2,3,2,71663
2020,3,2,1,2,4,2,103638
2020,4,2,1,1,1,1,11198
2020,4,2,1,1,2,1,6528
2020,4,2,1,1,3,1,5161
2020,4,2,1,1,4,1,8316
2020,4,2,1,1,1,2,627605
2020,4,2,1,1,2,2,18699
2020,4,2,1,1,3,2,93692
2020,4,2,1,1,4,2,37457
2020,4,2,1,2,1,1,28426
2020,4,2,1,2,2,1,18267
2020,4,2,1,2,3,1,10580
2020,4,2,1,2,4,1,31428
2020,4,2,1,2,1,2,557518
2020,4,2,1,2,2,2,22661
2020,4,2,1,2,3,2,56321
2020,4,2,1,2,4,2,67952
2020,1,2,2,3,1,1,20223
2020,1,2,2,3,2,2,9886
2020,1,2,2,3,3,1,6879
2020,1,2,2,3,4,1,15972
2020,1,2,2,3,1,2,1387893
2020,1,2,2,3,2,2,42607
2020,1,2,2,3,3,2,105358
2020,1,2,2,3,4,2,165606
2020,1,2,2,4,1,1,3999
2020,1,2,2,4,2,2,2123
2020,1,2,2,4,3,1,1808
2020,1,2,2,4,4,1,2435
2020,1,2,2,4,1,2,361005
2020,1,2,2,4,2,2,12307
2020,1,2,2,4,3,2,44147
2020,1,2,2,4,4,2,37510
2020,1,2,2,5,1,1,943
2020,1,2,2,5,2,2,532
2020,1,2,2,5,3,1,367
2020,1,2,2,5,4,1,618
2020,1,2,2,5,1,2,78319
2020,1,2,2,5,2,2,1792
2020,1,2,2,5,3,2,5344
2020,1,2,2,5,4,2,8239
2020,1,2,2,6,1,1,917
2020,1,2,2,6,2,2,436
2020,1,2,2,6,3,1,322
2020,1,2,2,6,4,1,749
2020,1,2,2,6,1,2,539774
2020,1,2,2,6,2,2,9604
2020,1,2,2,6,3,2,41954
2020,1,2,2,6,4,2,45550
2020,1,2,2,7,1,1,4679
2020,1,2,2,7,2,2,1036
2020,1,2,2,7,3,1,1380
2020,1,2,2,7,4,1,3260
2020,1,2,2,7,1,2,182260
2020,1,2,2,7,2,2,4224
2020,1,2,2,7,3,2,10154
2020,1,2,2,7,4,2,28124
2020,2,2,2,3,1,1,17517
2020,2,2,2,3,2,2,9683
2020,2,2,2,3,3,1,6236
2020,2,2,2,3,4,1,15407
2020,2,2,2,3,1,2,946701
2020,2,2,2,3,2,2,36052
2020,2,2,2,3,3,2,86458
2020,2,2,2,3,4,2,120472
2020,2,2,2,4,1,1,4462
2020,2,2,2,4,2,2,2787
2020,2,2,2,4,3,1,2452
2020,2,2,2,4,4,1,3238
2020,2,2,2,4,1,2,406232
2020,2,2,2,4,2,2,14343
2020,2,2,2,4,3,2,56055
2020,2,2,2,4,4,2,36050
2020,2,2,2,5,1,1,1063
2020,2,2,2,5,2,2,265
2020,2,2,2,5,3,1,314
2020,2,2,2,5,4,1,635
2020,2,2,2,5,1,2,76659
2020,2,2,2,5,2,2,1535
2020,2,2,2,5,3,2,5393
2020,2,2,2,5,4,2,6727
2020,2,2,2,6,1,1,1131
2020,2,2,2,6,2,2,700
2020,2,2,2,6,3,1,454
2020,2,2,2,6,4,1,935
2020,2,2,2,6,1,2,611849
2020,2,2,2,6,2,2,12552
2020,2,2,2,6,3,2,56242
2020,2,2,2,6,4,2,48794
2020,2,2,2,7,1,1,3981
2020,2,2,2,7,2,2,1171
2020,2,2,2,7,3,1,953
2020,2,2,2,7,4,1,2955
2020,2,2,2,7,1,2,151474
2020,2,2,2,7,2,2,4184
2020,2,2,2,7,3,2,9892
2020,2,2,2,7,4,2,24713
2020,3,2,2,3,1,1,12978
2020,3,2,2,3,2,2,6964
2020,3,2,2,3,3,1,5515
2020,3,2,2,3,4,1,9815
2020,3,2,2,3,1,2,500706
2020,3,2,2,3,2,2,24688
2020,3,2,2,3,3,2,56884
2020,3,2,2,3,4,2,71762
2020,3,2,2,4,1,1,3026
2020,3,2,2,4,2,2,1634
2020,3,2,2,4,3,1,1854
2020,3,2,2,4,4,1,1854
2020,3,2,2,4,1,2,384191
2020,3,2,2,4,2,2,11843
2020,3,2,2,4,3,2,57978
2020,3,2,2,4,4,2,27308
2020,3,2,2,5,1,1,464
2020,3,2,2,5,2,2,151
2020,3,2,2,5,3,1,162
2020,3,2,2,5,4,1,303
2020,3,2,2,5,1,2,71007
2020,3,2,2,5,2,2,1650
2020,3,2,2,5,3,2,5900
2020,3,2,2,5,4,2,6153
2020,3,2,2,6,1,1,1180
2020,3,2,2,6,2,2,669
2020,3,2,2,6,3,1,436
2020,3,2,2,6,4,1,1140
2020,3,2,2,6,1,2,594754
2020,3,2,2,6,2,2,14935
2020,3,2,2,6,3,2,65901
2020,3,2,2,6,4,2,46735
2020,3,2,2,7,1,1,3174
2020,3,2,2,7,2,2,997
2020,3,2,2,7,3,1,1160
2020,3,2,2,7,4,1,2186
2020,3,2,2,7,1,2,96763
2020,3,2,2,7,2,2,3190
2020,3,2,2,7,3,2,7551
2020,3,2,2,7,4,2,16451
2020,4,2,2,3,1,1,23695
2020,4,2,2,3,2,2,17081
2020,4,2,2,3,3,1,9125
2020,4,2,2,3,4,1,26692
2020,4,2,2,3,1,2,256470
2020,4,2,2,3,2,2,15747
2020,4,2,2,3,3,2,31347
2020,4,2,2,3,4,2,40568
2020,4,2,2,4,1,1,7433
2020,4,2,2,4,2,2,4380
2020,4,2,2,4,3,1,3849
2020,4,2,2,4,4,1,5633
2020,4,2,2,4,1,2,312378
2020,4,2,2,4,2,2,8829
2020,4,2,2,4,3,2,49092
2020,4,2,2,4,4,2,17947
2020,4,2,2,5,1,1,1752
2020,4,2,2,5,2,2,717
2020,4,2,2,5,3,1,649
2020,4,2,2,5,4,1,1253
2020,4,2,2,5,1,2,37927
2020,4,2,2,5,2,2,885
2020,4,2,2,5,3,2,2729
2020,4,2,2,5,4,2,2904
2020,4,2,2,6,1,1,1166
2020,4,2,2,6,2,2,796
2020,4,2,2,6,3,1,530
2020,4,2,2,6,4,1,984
2020,4,2,2,6,1,2,513719
2020,4,2,2,6,2,2,13353
2020,4,2,2,6,3,2,61097
2020,4,2,2,6,4,2,33072
2020,4,2,2,7,1,1,5599
2020,4,2,2,7,2,2,1828
2020,4,2,2,7,3,1,1602
2020,4,2,2,7,4,1,5198
2020,4,2,2,7,1,2,64762
2020,4,2,2,7,2,2,2549
2020,4,2,2,7,3,2,5775
2020,4,2,2,7,4,2,10941
2020,1,2,3,8,1,1,2329
2020,1,2,3,8,2,1,811
2020,1,2,3,8,3,1,1266
2020,1,2,3,8,4,1,1463
2020,1,2,3,8,1,2,120977
2020,1,2,3,8,2,2,3860
2020,1,2,3,8,3,2,10933
2020,1,2,3,8,4,2,15034
2020,1,2,3,9,1,1,268
2020,1,2,3,9,2,1,70
2020,1,2,3,9,3,1,70
2020,1,2,3,9,4,1,130
2020,1,2,3,9,1,2,7755
2020,1,2,3,9,2,2,339
